id,title,body,label,created_at,text,title_clean,body_clean,text_clean
81,How does Encoder handle the key doesn't exist?,"I couldn't find documentation on how `Client` behaves when the list is empty.

For example:
```python
result = Client().process(None)  # what happens?
```

Does it raise, return None, or something else?",question,2022-11-28T06:09:01Z,"How does Encoder handle the key doesn't exist? I couldn't find documentation on how `Client` behaves when the list is empty.

For example:
```python
result = Client().process(None)  # what happens?
```

Does it raise, return None, or something else?",How does Encoder handle the key doesn't exist?,"I couldn't find documentation on how [CODE] behaves when the list is empty. For example: [CODE] Does it raise, return None, or something else?","How does Encoder handle the key doesn't exist? How does Encoder handle the key doesn't exist? I couldn't find documentation on how [CODE] behaves when the list is empty. For example: [CODE] Does it raise, return None, or something else?"
232,TypeError when calling process with dict argument,,bug,2024-05-19T03:21:58Z,TypeError when calling process with dict argument ,TypeError when calling process with dict argument,,TypeError when calling process with dict argument TypeError when calling process with dict argument
15,Documentation for validate is missing return type,"The docstring for `parse` doesn't mention what it returns. Looking at the source it returns `DataFrame` but this should be documented.

Currently:
```
def parse(x):
    """"""Process x.""""""
```

Expected:
```
def parse(x) -> DataFrame:
    """"""Process x.
    Returns: DataFrame — ...
    """"""
```",docs,2022-03-04T06:47:43Z,"Documentation for validate is missing return type The docstring for `parse` doesn't mention what it returns. Looking at the source it returns `DataFrame` but this should be documented.

Currently:
```
def parse(x):
    """"""Process x.""""""
```

Expected:
```
def parse(x) -> DataFrame:
    """"""Process x.
    Returns: DataFrame — ...
    """"""
```",Documentation for validate is missing return type,The docstring for [CODE] doesn't mention what it returns. Looking at the source it returns [CODE] but this should be documented. Currently: [CODE] Expected: [CODE],Documentation for validate is missing return type Documentation for validate is missing return type The docstring for [CODE] doesn't mention what it returns. Looking at the source it returns [CODE] but this should be documented. Currently: [CODE] Expected: [CODE]
149,Broken link in migration guide page,"The link to `contributing guide` on the configuration page returns 404.

Link: https://docs.example.com/guides/contributing

It seems like the page was moved or renamed.",docs,2023-07-12T19:10:52Z,"Broken link in migration guide page The link to `contributing guide` on the configuration page returns 404.

Link: https://docs.example.com/guides/contributing

It seems like the page was moved or renamed.",Broken link in migration guide page,The link to [CODE] on the configuration page returns 404. Link: [URL] It seems like the page was moved or renamed.,Broken link in migration guide page Broken link in migration guide page The link to [CODE] on the configuration page returns 404. Link: [URL] It seems like the page was moved or renamed.
303,What is the recommended way to handle retry on timeout?,"I have a use case where I need to cache model weights. I see a few possible approaches:

1. Use `connection_pool` — but I'm not sure if it's thread-safe
2. Use `thread-local storage` — seems more heavyweight

What is the recommended approach? Is there documentation I missed?",question,2023-03-25T01:33:42Z,"What is the recommended way to handle retry on timeout? I have a use case where I need to cache model weights. I see a few possible approaches:

1. Use `connection_pool` — but I'm not sure if it's thread-safe
2. Use `thread-local storage` — seems more heavyweight

What is the recommended approach? Is there documentation I missed?",What is the recommended way to handle retry on timeout?,I have a use case where I need to cache model weights. I see a few possible approaches: 1. Use [CODE] — but I'm not sure if it's thread-safe 2. Use [CODE] — seems more heavyweight What is the recommended approach? Is there documentation I missed?,What is the recommended way to handle retry on timeout? What is the recommended way to handle retry on timeout? I have a use case where I need to cache model weights. I see a few possible approaches: 1. Use [CODE] — but I'm not sure if it's thread-safe 2. Use [CODE] — seems more heavyweight What is the recommended approach? Is there documentation I missed?
176,Add support for HDF5 export format,"It would be great to export results in `Parquet` format in addition to the existing options.

Use case: I'm integrating with Spark which only accepts Parquet.

I'm happy to contribute a PR if the maintainers agree this is worth adding.",feature,2023-10-27T07:03:57Z,"Add support for HDF5 export format It would be great to export results in `Parquet` format in addition to the existing options.

Use case: I'm integrating with Spark which only accepts Parquet.

I'm happy to contribute a PR if the maintainers agree this is worth adding.",Add support for HDF5 export format,It would be great to export results in [CODE] format in addition to the existing options. Use case: I'm integrating with Spark which only accepts Parquet. I'm happy to contribute a PR if the maintainers agree this is worth adding.,Add support for HDF5 export format Add support for HDF5 export format It would be great to export results in [CODE] format in addition to the existing options. Use case: I'm integrating with Spark which only accepts Parquet. I'm happy to contribute a PR if the maintainers agree this is worth adding.
247,TypeError when calling save with tensor argument,"I'm using version 2.0.3. When I call `transform("""")` I get:
```
TypeError: expected dict, got tuple
```
This worked in v1.8.0. Steps to reproduce:
1. Install `pip install lib==2.0.3`
2. Run the attached script

OS: macOS 14, Python: 3.11",bug,2024-07-09T08:29:19Z,"TypeError when calling save with tensor argument I'm using version 2.0.3. When I call `transform("""")` I get:
```
TypeError: expected dict, got tuple
```
This worked in v1.8.0. Steps to reproduce:
1. Install `pip install lib==2.0.3`
2. Run the attached script

OS: macOS 14, Python: 3.11",TypeError when calling save with tensor argument,"I'm using version 2.0.3. When I call [CODE] I get: [CODE] This worked in v1.8.0. Steps to reproduce: 1. Install [CODE] 2. Run the attached script OS: macOS 14, Python: 3.11","TypeError when calling save with tensor argument TypeError when calling save with tensor argument I'm using version 2.0.3. When I call [CODE] I get: [CODE] This worked in v1.8.0. Steps to reproduce: 1. Install [CODE] 2. Run the attached script OS: macOS 14, Python: 3.11"
67,Broken link in API reference page,"The link to `examples notebook` on the configuration page returns 404.

Link: https://docs.example.com/docs/changelog

It seems like the page was moved or renamed.",docs,2022-09-29T17:50:06Z,"Broken link in API reference page The link to `examples notebook` on the configuration page returns 404.

Link: https://docs.example.com/docs/changelog

It seems like the page was moved or renamed.",Broken link in API reference page,The link to [CODE] on the configuration page returns 404. Link: [URL] It seems like the page was moved or renamed.,Broken link in API reference page Broken link in API reference page The link to [CODE] on the configuration page returns 404. Link: [URL] It seems like the page was moved or renamed.
120,What is the recommended way to handle retry on timeout?,"I have a use case where I need to cache model weights. I see a few possible approaches:

1. Use `async_client` — but I'm not sure if it's thread-safe
2. Use `multiprocessing` — seems more heavyweight

What is the recommended approach? Is there documentation I missed?",question,2023-04-15T07:56:36Z,"What is the recommended way to handle retry on timeout? I have a use case where I need to cache model weights. I see a few possible approaches:

1. Use `async_client` — but I'm not sure if it's thread-safe
2. Use `multiprocessing` — seems more heavyweight

What is the recommended approach? Is there documentation I missed?",What is the recommended way to handle retry on timeout?,I have a use case where I need to cache model weights. I see a few possible approaches: 1. Use [CODE] — but I'm not sure if it's thread-safe 2. Use [CODE] — seems more heavyweight What is the recommended approach? Is there documentation I missed?,What is the recommended way to handle retry on timeout? What is the recommended way to handle retry on timeout? I have a use case where I need to cache model weights. I see a few possible approaches: 1. Use [CODE] — but I'm not sure if it's thread-safe 2. Use [CODE] — seems more heavyweight What is the recommended approach? Is there documentation I missed?
58,Plugin system for custom cache,"Would love to see a plugin system so third-party packages can register custom `encoder` implementations.

Something like:
```python
@lib.register_plugin('encoder')
class MyClient(BaseTokenizer):
    ...
```",feature,2022-08-23T06:40:53Z,"Plugin system for custom cache Would love to see a plugin system so third-party packages can register custom `encoder` implementations.

Something like:
```python
@lib.register_plugin('encoder')
class MyClient(BaseTokenizer):
    ...
```",Plugin system for custom cache,Would love to see a plugin system so third-party packages can register custom [CODE] implementations. Something like: [CODE],Plugin system for custom cache Plugin system for custom cache Would love to see a plugin system so third-party packages can register custom [CODE] implementations. Something like: [CODE]
77,Plugin system for custom tokenizer,,feature,2022-11-05T12:33:17Z,Plugin system for custom tokenizer ,Plugin system for custom tokenizer,,Plugin system for custom tokenizer Plugin system for custom tokenizer
213,What is the recommended way to handle retry on timeout?,"I have a use case where I need to handle connection pooling. I see a few possible approaches:

1. Use `async_client` — but I'm not sure if it's thread-safe
2. Use `thread-local storage` — seems more heavyweight

What is the recommended approach? Is there documentation I missed?",question,2024-03-15T10:10:59Z,"What is the recommended way to handle retry on timeout? I have a use case where I need to handle connection pooling. I see a few possible approaches:

1. Use `async_client` — but I'm not sure if it's thread-safe
2. Use `thread-local storage` — seems more heavyweight

What is the recommended approach? Is there documentation I missed?",What is the recommended way to handle retry on timeout?,I have a use case where I need to handle connection pooling. I see a few possible approaches: 1. Use [CODE] — but I'm not sure if it's thread-safe 2. Use [CODE] — seems more heavyweight What is the recommended approach? Is there documentation I missed?,What is the recommended way to handle retry on timeout? What is the recommended way to handle retry on timeout? I have a use case where I need to handle connection pooling. I see a few possible approaches: 1. Use [CODE] — but I'm not sure if it's thread-safe 2. Use [CODE] — seems more heavyweight What is the recommended approach? Is there documentation I missed?
143,Race condition in run under concurrent load,,bug,2023-06-17T21:43:28Z,Race condition in run under concurrent load ,Race condition in run under concurrent load,,Race condition in run under concurrent load Race condition in run under concurrent load
184,Add token_count to metrics output,"The current metrics output includes accuracy and F1 but not latency_p99.

latency_p99 is important for our use case because imbalanced datasets.

Would it be possible to add it as an optional output field?",feature,2023-12-23T10:35:51Z,"Add token_count to metrics output The current metrics output includes accuracy and F1 but not latency_p99.

latency_p99 is important for our use case because imbalanced datasets.

Would it be possible to add it as an optional output field?",Add token_count to metrics output,The current metrics output includes accuracy and F1 but not latency_p99. latency_p99 is important for our use case because imbalanced datasets. Would it be possible to add it as an optional output field?,Add token_count to metrics output Add token_count to metrics output The current metrics output includes accuracy and F1 but not latency_p99. latency_p99 is important for our use case because imbalanced datasets. Would it be possible to add it as an optional output field?
121,Add token_count to metrics output,"The current metrics output includes accuracy and F1 but not precision@k.

precision@k is important for our use case because our SLA requirements.

Would it be possible to add it as an optional output field?",feature,2023-04-16T14:47:41Z,"Add token_count to metrics output The current metrics output includes accuracy and F1 but not precision@k.

precision@k is important for our use case because our SLA requirements.

Would it be possible to add it as an optional output field?",Add token_count to metrics output,The current metrics output includes accuracy and F1 but not precision@k. precision@k is important for our use case because our SLA requirements. Would it be possible to add it as an optional output field?,Add token_count to metrics output Add token_count to metrics output The current metrics output includes accuracy and F1 but not precision@k. precision@k is important for our use case because our SLA requirements. Would it be possible to add it as an optional output field?
35,Documentation for fit is missing return type,"The docstring for `encode` doesn't mention what it returns. Looking at the source it returns `DataFrame` but this should be documented.

Currently:
```
def encode(x):
    """"""Process x.""""""
```

Expected:
```
def encode(x) -> DataFrame:
    """"""Process x.
    Returns: DataFrame — ...
    """"""
```",docs,2022-05-26T00:57:31Z,"Documentation for fit is missing return type The docstring for `encode` doesn't mention what it returns. Looking at the source it returns `DataFrame` but this should be documented.

Currently:
```
def encode(x):
    """"""Process x.""""""
```

Expected:
```
def encode(x) -> DataFrame:
    """"""Process x.
    Returns: DataFrame — ...
    """"""
```",Documentation for fit is missing return type,The docstring for [CODE] doesn't mention what it returns. Looking at the source it returns [CODE] but this should be documented. Currently: [CODE] Expected: [CODE],Documentation for fit is missing return type Documentation for fit is missing return type The docstring for [CODE] doesn't mention what it returns. Looking at the source it returns [CODE] but this should be documented. Currently: [CODE] Expected: [CODE]
102,Add example for hot-reloading models to cookbook,"The cookbook covers basic usage but doesn't have an example for hot-reloading models.

This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.",docs,2023-01-27T19:13:35Z,"Add example for hot-reloading models to cookbook The cookbook covers basic usage but doesn't have an example for hot-reloading models.

This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.",Add example for hot-reloading models to cookbook,The cookbook covers basic usage but doesn't have an example for hot-reloading models. This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.,Add example for hot-reloading models to cookbook Add example for hot-reloading models to cookbook The cookbook covers basic usage but doesn't have an example for hot-reloading models. This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.
234,Memory leak in Model when processing large files,"I notice memory usage grows unboundedly when using `Cache` to process files > 1000MB.

Profile output:
```
Cache.process(): 2.3GB allocated, not released
```
Using sqlalchemy 0.8.1, Windows 11.",bug,2024-05-25T20:32:07Z,"Memory leak in Model when processing large files I notice memory usage grows unboundedly when using `Cache` to process files > 1000MB.

Profile output:
```
Cache.process(): 2.3GB allocated, not released
```
Using sqlalchemy 0.8.1, Windows 11.",Memory leak in Model when processing large files,"I notice memory usage grows unboundedly when using [CODE] to process files > 1000MB. Profile output: [CODE] Using sqlalchemy 0.8.1, Windows 11.","Memory leak in Model when processing large files Memory leak in Model when processing large files I notice memory usage grows unboundedly when using [CODE] to process files > 1000MB. Profile output: [CODE] Using sqlalchemy 0.8.1, Windows 11."
118,TypeError when calling encode with str argument,"I'm using version 1.9.0. When I call `run("""")` I get:
```
TypeError: expected tensor, got float
```
This worked in v2.9.0. Steps to reproduce:
1. Install `pip install lib==1.9.0`
2. Run the attached script

OS: macOS 14, Python: 3.12",bug,2023-03-31T06:43:41Z,"TypeError when calling encode with str argument I'm using version 1.9.0. When I call `run("""")` I get:
```
TypeError: expected tensor, got float
```
This worked in v2.9.0. Steps to reproduce:
1. Install `pip install lib==1.9.0`
2. Run the attached script

OS: macOS 14, Python: 3.12",TypeError when calling encode with str argument,"I'm using version 1.9.0. When I call [CODE] I get: [CODE] This worked in v2.9.0. Steps to reproduce: 1. Install [CODE] 2. Run the attached script OS: macOS 14, Python: 3.12","TypeError when calling encode with str argument TypeError when calling encode with str argument I'm using version 1.9.0. When I call [CODE] I get: [CODE] This worked in v2.9.0. Steps to reproduce: 1. Install [CODE] 2. Run the attached script OS: macOS 14, Python: 3.12"
90,parse raises AttributeError on Windows 11,"Reproduction:
```python
from lib import Processor
obj = Processor()
obj.parse()  # AttributeError: 'Processor' has no attribute 'read'
```
Works fine on macOS, fails on macOS 14. Version 3.0.1.",bug,2022-12-25T10:49:41Z,"parse raises AttributeError on Windows 11 Reproduction:
```python
from lib import Processor
obj = Processor()
obj.parse()  # AttributeError: 'Processor' has no attribute 'read'
```
Works fine on macOS, fails on macOS 14. Version 3.0.1.",parse raises AttributeError on Windows 11,"Reproduction: [CODE] Works fine on macOS, fails on macOS 14. Version 3.0.1.","parse raises AttributeError on Windows 11 parse raises AttributeError on Windows 11 Reproduction: [CODE] Works fine on macOS, fails on macOS 14. Version 3.0.1."
1,Configurable max_retries per request,"Currently `temperature` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, temperature=60)
```",feature,2022-01-11T04:48:36Z,"Configurable max_retries per request Currently `temperature` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, temperature=60)
```",Configurable max_retries per request,Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE],Configurable max_retries per request Configurable max_retries per request Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE]
41,How does Pipeline handle input is None?,"I couldn't find documentation on how `Processor` behaves when the key doesn't exist.

For example:
```python
result = Processor().process(None)  # what happens?
```

Does it raise, return None, or something else?",question,2022-06-17T07:43:20Z,"How does Pipeline handle input is None? I couldn't find documentation on how `Processor` behaves when the key doesn't exist.

For example:
```python
result = Processor().process(None)  # what happens?
```

Does it raise, return None, or something else?",How does Pipeline handle input is None?,"I couldn't find documentation on how [CODE] behaves when the key doesn't exist. For example: [CODE] Does it raise, return None, or something else?","How does Pipeline handle input is None? How does Pipeline handle input is None? I couldn't find documentation on how [CODE] behaves when the key doesn't exist. For example: [CODE] Does it raise, return None, or something else?"
3,ConnectionError after 100 retries with async client,"Using sqlalchemy 0.110.0 on Python 3.11.
When the server is slow, I get `ConnectionError` after exactly 10 retries even though I set `TIMEOUT=120`.

Traceback:
```
ConnectionError: max retries exceeded
  File 'client.py', line 142
```",bug,2022-01-31T05:20:31Z,"ConnectionError after 100 retries with async client Using sqlalchemy 0.110.0 on Python 3.11.
When the server is slow, I get `ConnectionError` after exactly 10 retries even though I set `TIMEOUT=120`.

Traceback:
```
ConnectionError: max retries exceeded
  File 'client.py', line 142
```",ConnectionError after 100 retries with async client,"Using sqlalchemy 0.110.0 on Python 3.11. When the server is slow, I get [CODE] after exactly 10 retries even though I set [CODE] . Traceback: [CODE]","ConnectionError after 100 retries with async client ConnectionError after 100 retries with async client Using sqlalchemy 0.110.0 on Python 3.11. When the server is slow, I get [CODE] after exactly 10 retries even though I set [CODE] . Traceback: [CODE]"
166,Add example for multi-GPU training to cookbook,"The cookbook covers basic usage but doesn't have an example for streaming large files.

This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.",docs,2023-09-09T11:28:22Z,"Add example for multi-GPU training to cookbook The cookbook covers basic usage but doesn't have an example for streaming large files.

This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.",Add example for multi-GPU training to cookbook,The cookbook covers basic usage but doesn't have an example for streaming large files. This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.,Add example for multi-GPU training to cookbook Add example for multi-GPU training to cookbook The cookbook covers basic usage but doesn't have an example for streaming large files. This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.
18,Memory leak in Session when processing large files,"I notice memory usage grows unboundedly when using `Cache` to process files > 500MB.

Profile output:
```
Cache.process(): 2.3GB allocated, not released
```
Using fastapi 3.0.1, macOS 14.",bug,2022-03-10T04:20:34Z,"Memory leak in Session when processing large files I notice memory usage grows unboundedly when using `Cache` to process files > 500MB.

Profile output:
```
Cache.process(): 2.3GB allocated, not released
```
Using fastapi 3.0.1, macOS 14.",Memory leak in Session when processing large files,"I notice memory usage grows unboundedly when using [CODE] to process files > 500MB. Profile output: [CODE] Using fastapi 3.0.1, macOS 14.","Memory leak in Session when processing large files Memory leak in Session when processing large files I notice memory usage grows unboundedly when using [CODE] to process files > 500MB. Profile output: [CODE] Using fastapi 3.0.1, macOS 14."
250,Plugin system for custom cache,"Would love to see a plugin system so third-party packages can register custom `classifier` implementations.

Something like:
```python
@lib.register_plugin('classifier')
class MyLoader(BaseTokenizer):
    ...
```",feature,2024-07-22T22:32:55Z,"Plugin system for custom cache Would love to see a plugin system so third-party packages can register custom `classifier` implementations.

Something like:
```python
@lib.register_plugin('classifier')
class MyLoader(BaseTokenizer):
    ...
```",Plugin system for custom cache,Would love to see a plugin system so third-party packages can register custom [CODE] implementations. Something like: [CODE],Plugin system for custom cache Plugin system for custom cache Would love to see a plugin system so third-party packages can register custom [CODE] implementations. Something like: [CODE]
24,What is the recommended way to handle stream large responses?,"I have a use case where I need to stream large responses. I see a few possible approaches:

1. Use `async_client` — but I'm not sure if it's thread-safe
2. Use `new Client() per request` — seems more heavyweight

What is the recommended approach? Is there documentation I missed?",question,2022-03-31T18:31:26Z,"What is the recommended way to handle stream large responses? I have a use case where I need to stream large responses. I see a few possible approaches:

1. Use `async_client` — but I'm not sure if it's thread-safe
2. Use `new Client() per request` — seems more heavyweight

What is the recommended approach? Is there documentation I missed?",What is the recommended way to handle stream large responses?,I have a use case where I need to stream large responses. I see a few possible approaches: 1. Use [CODE] — but I'm not sure if it's thread-safe 2. Use [CODE] — seems more heavyweight What is the recommended approach? Is there documentation I missed?,What is the recommended way to handle stream large responses? What is the recommended way to handle stream large responses? I have a use case where I need to stream large responses. I see a few possible approaches: 1. Use [CODE] — but I'm not sure if it's thread-safe 2. Use [CODE] — seems more heavyweight What is the recommended approach? Is there documentation I missed?
130,Add CLI command for migrate,"There's no CLI command to lint. Users currently have to write a Python script.

Proposed:
```bash
lib lint --input file.json --output out/
```

This would significantly improve the DX for non-Python users.",feature,2023-05-04T06:36:35Z,"Add CLI command for migrate There's no CLI command to lint. Users currently have to write a Python script.

Proposed:
```bash
lib lint --input file.json --output out/
```

This would significantly improve the DX for non-Python users.",Add CLI command for migrate,There's no CLI command to lint. Users currently have to write a Python script. Proposed: [CODE] This would significantly improve the DX for non-Python users.,Add CLI command for migrate Add CLI command for migrate There's no CLI command to lint. Users currently have to write a Python script. Proposed: [CODE] This would significantly improve the DX for non-Python users.
191,Configurable max_retries per request,"Currently `max_retries` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, max_retries=0.7)
```",feature,2024-01-01T05:56:43Z,"Configurable max_retries per request Currently `max_retries` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, max_retries=0.7)
```",Configurable max_retries per request,Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE],Configurable max_retries per request Configurable max_retries per request Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE]
235,Race condition in run under concurrent load,"Under concurrent requests (3 workers), `fit` occasionally returns stale data or raises `RuntimeError: dictionary changed size`.

Reproduction script:
```python
import threading
threads = [threading.Thread(target=fit) for _ in range(3)]
```
Version: 4.35.0",bug,2024-05-25T21:01:52Z,"Race condition in run under concurrent load Under concurrent requests (3 workers), `fit` occasionally returns stale data or raises `RuntimeError: dictionary changed size`.

Reproduction script:
```python
import threading
threads = [threading.Thread(target=fit) for _ in range(3)]
```
Version: 4.35.0",Race condition in run under concurrent load,"Under concurrent requests (3 workers), [CODE] occasionally returns stale data or raises [CODE] . Reproduction script: [CODE] Version: 4.35.0","Race condition in run under concurrent load Race condition in run under concurrent load Under concurrent requests (3 workers), [CODE] occasionally returns stale data or raises [CODE] . Reproduction script: [CODE] Version: 4.35.0"
162,How to use Loader with Starlette?,"I'm trying to integrate `Processor` with `Django` but I'm not sure how to configure it correctly.

My current code:
```python
from lib import Processor
from Django import App

app = App()
# How do I attach Processor here?
```

Any examples or pointers would be helpful!",question,2023-09-03T08:37:27Z,"How to use Loader with Starlette? I'm trying to integrate `Processor` with `Django` but I'm not sure how to configure it correctly.

My current code:
```python
from lib import Processor
from Django import App

app = App()
# How do I attach Processor here?
```

Any examples or pointers would be helpful!",How to use Loader with Starlette?,I'm trying to integrate [CODE] with [CODE] but I'm not sure how to configure it correctly. My current code: [CODE] Any examples or pointers would be helpful!,How to use Loader with Starlette? How to use Loader with Starlette? I'm trying to integrate [CODE] with [CODE] but I'm not sure how to configure it correctly. My current code: [CODE] Any examples or pointers would be helpful!
216,validate raises AttributeError on macOS 14,"Reproduction:
```python
from lib import Client
obj = Client()
obj.save()  # AttributeError: 'Client' has no attribute 'flush'
```
Works fine on macOS, fails on macOS 14. Version 2.1.0.",bug,2024-03-16T21:04:00Z,"validate raises AttributeError on macOS 14 Reproduction:
```python
from lib import Client
obj = Client()
obj.save()  # AttributeError: 'Client' has no attribute 'flush'
```
Works fine on macOS, fails on macOS 14. Version 2.1.0.",validate raises AttributeError on macOS 14,"Reproduction: [CODE] Works fine on macOS, fails on macOS 14. Version 2.1.0.","validate raises AttributeError on macOS 14 validate raises AttributeError on macOS 14 Reproduction: [CODE] Works fine on macOS, fails on macOS 14. Version 2.1.0."
238,Add CLI command for validate,"There's no CLI command to validate. Users currently have to write a Python script.

Proposed:
```bash
lib validate --input file.json --output out/
```

This would significantly improve the DX for non-Python users.",feature,2024-06-02T04:28:22Z,"Add CLI command for validate There's no CLI command to validate. Users currently have to write a Python script.

Proposed:
```bash
lib validate --input file.json --output out/
```

This would significantly improve the DX for non-Python users.",Add CLI command for validate,There's no CLI command to validate. Users currently have to write a Python script. Proposed: [CODE] This would significantly improve the DX for non-Python users.,Add CLI command for validate Add CLI command for validate There's no CLI command to validate. Users currently have to write a Python script. Proposed: [CODE] This would significantly improve the DX for non-Python users.
25,Configurable max_retries per request,"Currently `timeout` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, timeout=128)
```",feature,2022-04-02T22:08:21Z,"Configurable max_retries per request Currently `timeout` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, timeout=128)
```",Configurable max_retries per request,Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE],Configurable max_retries per request Configurable max_retries per request Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE]
104,Getting started guide is outdated — still references v2.9.0 API,"The Getting Started guide at docs/quickstart.md still shows the v0.109.0 API:
```python
from lib import OldClient  # removed in v0.110.0
```
The new API is:
```python
from lib import Client
```
Could the docs be updated?",docs,2023-02-09T06:59:45Z,"Getting started guide is outdated — still references v2.9.0 API The Getting Started guide at docs/quickstart.md still shows the v0.109.0 API:
```python
from lib import OldClient  # removed in v0.110.0
```
The new API is:
```python
from lib import Client
```
Could the docs be updated?",Getting started guide is outdated — still references v2.9.0 API,The Getting Started guide at docs/quickstart.md still shows the v0.109.0 API: [CODE] The new API is: [CODE] Could the docs be updated?,Getting started guide is outdated — still references v2.9.0 API Getting started guide is outdated — still references v2.9.0 API The Getting Started guide at docs/quickstart.md still shows the v0.109.0 API: [CODE] The new API is: [CODE] Could the docs be updated?
119,Broken link in configuration page,"The link to `contributing guide` on the API reference page returns 404.

Link: https://docs.example.com/examples/notebook

It seems like the page was moved or renamed.",docs,2023-04-13T06:44:49Z,"Broken link in configuration page The link to `contributing guide` on the API reference page returns 404.

Link: https://docs.example.com/examples/notebook

It seems like the page was moved or renamed.",Broken link in configuration page,The link to [CODE] on the API reference page returns 404. Link: [URL] It seems like the page was moved or renamed.,Broken link in configuration page Broken link in configuration page The link to [CODE] on the API reference page returns 404. Link: [URL] It seems like the page was moved or renamed.
115,Add support for CSV export format,"It would be great to export results in `Arrow` format in addition to the existing options.

Use case: I'm integrating with Spark which only accepts Arrow.

I'm happy to contribute a PR if the maintainers agree this is worth adding.",feature,2023-03-21T15:39:19Z,"Add support for CSV export format It would be great to export results in `Arrow` format in addition to the existing options.

Use case: I'm integrating with Spark which only accepts Arrow.

I'm happy to contribute a PR if the maintainers agree this is worth adding.",Add support for CSV export format,It would be great to export results in [CODE] format in addition to the existing options. Use case: I'm integrating with Spark which only accepts Arrow. I'm happy to contribute a PR if the maintainers agree this is worth adding.,Add support for CSV export format Add support for CSV export format It would be great to export results in [CODE] format in addition to the existing options. Use case: I'm integrating with Spark which only accepts Arrow. I'm happy to contribute a PR if the maintainers agree this is worth adding.
138,ValueError when encode receives empty input,"`load([])` raises `ValueError: list is empty` instead of returning an empty result.

Expected: return `[]`
Actual: raises exception

Version 1.9.0, Python 3.12",bug,2023-05-31T09:44:01Z,"ValueError when encode receives empty input `load([])` raises `ValueError: list is empty` instead of returning an empty result.

Expected: return `[]`
Actual: raises exception

Version 1.9.0, Python 3.12",ValueError when encode receives empty input,"[CODE] raises [CODE] instead of returning an empty result. Expected: return [CODE] Actual: raises exception Version 1.9.0, Python 3.12","ValueError when encode receives empty input ValueError when encode receives empty input [CODE] raises [CODE] instead of returning an empty result. Expected: return [CODE] Actual: raises exception Version 1.9.0, Python 3.12"
209,Add example for hot-reloading models to cookbook,"The cookbook covers basic usage but doesn't have an example for streaming large files.

This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.",docs,2024-02-21T07:57:32Z,"Add example for hot-reloading models to cookbook The cookbook covers basic usage but doesn't have an example for streaming large files.

This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.",Add example for hot-reloading models to cookbook,The cookbook covers basic usage but doesn't have an example for streaming large files. This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.,Add example for hot-reloading models to cookbook Add example for hot-reloading models to cookbook The cookbook covers basic usage but doesn't have an example for streaming large files. This is a common pattern and I had to figure it out by reading the source. A short example would save others the same time.
177,Configurable timeout per request,"Currently `temperature` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, temperature=0.7)
```",feature,2023-11-01T08:16:48Z,"Configurable timeout per request Currently `temperature` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, temperature=0.7)
```",Configurable timeout per request,Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE],Configurable timeout per request Configurable timeout per request Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE]
146,Configurable max_retries per request,"Currently `timeout` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, timeout=5)
```",feature,2023-07-08T22:38:59Z,"Configurable max_retries per request Currently `timeout` is set globally at initialization time. It would be helpful to override it per-request.

Proposed API:
```python
client.call(data, timeout=5)
```",Configurable max_retries per request,Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE],Configurable max_retries per request Configurable max_retries per request Currently [CODE] is set globally at initialization time. It would be helpful to override it per-request. Proposed API: [CODE]
